File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,Frame,X,Y,Distance_px,Distance_cm
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,0,896.9646620222478,770.43007085214,0.0,0.0
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,1,892.3233499644185,771.200513935068,4.704823074482506,0.3138581321367889
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,2,887.5604875485567,771.6243707391509,4.781685161404563,0.3189855919055382
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,3,873.7736527639806,770.5624282830506,13.827672803377459,0.9224422447265105
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,4,888.3736604142345,774.787471530812,15.199053057112605,1.0139268421433711
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,5,859.0450726465504,771.7375585159086,29.486743289912948,1.9670567894387854
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,6,881.7597729960074,777.2446566463427,23.37275640107208,1.5591935234962124
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,7,879.6236828566751,777.2378382012488,2.1361010216153415,0.1424990198538805
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,8,876.4799658033326,778.6251594487469,3.4362213484053505,0.22922987686156227
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,9,875.5468400476658,780.5828092380932,2.168666957745312,0.14467148919507092
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,10,878.2628501628567,778.4784116784753,3.435869618414712,0.22920641299987596
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,11,877.6869408688264,777.0714326698636,1.5202833438620331,0.10141790308994617
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,12,875.53634157395,775.8811431568165,2.4580208404308572,0.16397424887561468
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,13,872.2498493085056,775.2226273975564,3.3518165844836694,0.2235992460963832
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,14,874.3170506964794,773.7825025292385,2.519381117415216,0.16806758493030258
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,15,875.8564911216642,768.2064039748809,5.784699811623944,0.38589656807615985
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,16,898.4223318890506,769.4955003623993,22.602631241414112,1.5078185747903288
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,17,898.6380349914625,771.1841331285088,1.7023537961213908,0.11356379915421164
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,18,899.9841369249542,769.2491860947708,2.3571190972714158,0.15724310678248685
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,19,900.1534864868415,771.3923754348061,2.149869721948829,0.14341752805285138
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,20,901.2730523141717,769.394113176044,2.2905195254610753,0.15280025805500252
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,21,900.3624015657914,772.8883081764437,3.6109117250832736,0.24088344904874504
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,22,904.5966498459401,776.5869771474221,5.622189133675614,0.3750555019987163
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,23,904.1713856932823,777.7081291167511,1.199096050308779,0.0799915407326788
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,24,904.8181218937035,775.0919432804966,2.694938968280007,0.17977902620706787
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,25,903.1677525971958,773.6917068024459,2.1643430895584235,0.14438304451367517
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,26,903.243096648147,773.8886189633067,0.21083435466884864,0.014064732233083715
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,27,904.0767880874713,771.4747474930531,2.553784816876137,0.17036265122301067
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,28,903.3717595226104,771.7405462299049,0.7534681451672647,0.050263761447135784
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,29,901.1873394463166,775.214983616631,4.104071907751555,0.2737821003531895
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,30,899.86200404746,773.6773875310253,2.029954591101127,0.1354180053530657
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,31,898.3349975503348,776.6381859436475,3.331377505244468,0.22223575779277316
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,32,897.6186764999122,777.6107141338733,1.207860475411989,0.08057621438535359
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,33,896.7128808734383,778.1801320144235,1.0699076780870391,0.0713734013133198
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,34,893.4246548843226,783.217946015224,6.01597872853262,0.40132515438310845
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,35,895.2894549479015,784.9344585078002,2.5345402767156244,0.1690788504651524
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,36,869.3618919685388,779.9126407300142,26.409414530468258,1.7617685902611004
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,37,865.8450172544876,782.9416549934626,4.64147984618119,0.3096325136590204
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,38,867.3207414270162,782.885491201637,1.4767925395590562,0.09851663722137567
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,39,894.0565683899148,785.8535439367017,26.900070268090033,1.794500170363952
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,40,872.864531455774,779.9323652473241,22.003699381911368,1.4678639087540462
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,41,896.4968363572574,782.0916312979764,23.730745138620815,1.58307490537058
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,42,876.5984556339738,784.8637355480163,20.090547961213836,1.3402378276264328
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,43,877.8000083666924,787.8471780561343,3.216311267391467,0.2145597041106647
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,44,897.1347641406649,795.3779916360456,20.749600815787705,1.3842031573830091
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,45,893.0634722633882,801.8848712861925,7.675604232337275,0.5120385547436522
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,46,896.0611500393592,804.4083785655807,3.9184385968999864,0.2613985264580862
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,47,898.4076154337566,803.0166812603405,2.7281351206488362,0.18199353719115097
WIN_20240926_14_26_18_Pro_6416.mp4,98.0,False,0.8,200.0,968.0,48,899.7877138792269,805.8808322980098,3.179313272669282,0.21209157272028525
