spikeRate,correctOrIncorrect,mouseID,plusOrMinus,spikeRateForWholeRec
0.1875,1,6027,1,0.0339222666039691
0,1,6027,1,0.0353971477606634
0.0416666666666667,1,6027,1,0.0280227419771918
0,1,6027,1,0.0545706027976894
0.145833333333333,1,6027,1,0.0398217912307463
0.0833333333333333,1,6027,1,0.00884928694016585
0.0208333333333333,1,6027,1,0.0132739304102488
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.00442464347008292
0,1,6027,1,0.0117990492535545
0,1,6027,1,0.00884928694016585
0,1,6027,1,0.0147488115669431
0.0416666666666667,1,6027,1,0.0471961970142178
0,1,6027,1,0.0176985738803317
0,1,6027,1,0.00737440578347154
0,1,6027,1,0.0103241680968602
0.0208333333333333,1,6027,1,0.00884928694016585
0.0208333333333333,1,6027,1,0.0132739304102488
0,1,6027,1,0.00589952462677723
0.0208333333333333,1,6027,1,0.00294976231338862
0,1,6027,1,0.00737440578347154
0,1,6027,1,0.00884928694016585
0,1,6027,1,0.0132739304102488
0.0625,1,6027,1,0.0206483361937203
0.0625,1,6027,1,0.0412966723874406
0,1,6027,1,0.019173455037026
0,1,6027,1,0.00147488115669431
0.0416666666666667,1,6027,1,0.0427715535441349
0.0208333333333333,1,6027,1,0.0117990492535545
0.125,1,6027,1,0.0634198897378552
0,1,6027,1,0.00147488115669431
0.0208333333333333,1,6027,1,0.0117990492535545
0.0833333333333333,1,6027,1,0.101766799811907
0,1,6028,1,0.0211214721101212
0,1,6028,1,0.0181041189515325
0,1,6028,1,0.0181041189515325
0,1,6028,1,0.0271561784272987
0,1,6028,1,0.00150867657929437
0,1,6028,1,0.0105607360550606
0,1,6028,1,0.00603470631717749
0,1,6028,1,0.00150867657929437
0,1,6028,1,0.0256475018480043
0,1,6028,1,0.00905205947576624
0,1,6028,1,0.0316822081651818
0,1,6028,1,0.00301735315858875
0,1,6028,1,0.00150867657929437
0,1,6028,1,0.0135780892136494
0,1,6028,1,0.0346995613237706
0,1,6028,1,0.0211214721101212
0,1,6028,1,0.0286648550065931
0,1,6028,1,0.0286648550065931
0.333333333333333,1,6028,1,0.0377169144823593
0.166666666666667,1,6028,1,0.0211214721101212
0,1,6028,1,0.00150867657929437
0,1,6028,1,0.0301735315858875
0,1,6028,1,0.0271561784272987
0,1,6028,1,0.00452602973788312
0.166666666666667,1,6028,1,0.0482776505374199
0,1,6028,1,0.00301735315858875
0,1,6028,1,0.02413882526871
0,1,6028,1,0.0316822081651818
0,1,6028,1,0.00150867657929437
0.166666666666667,1,6028,1,0.0286648550065931
0,1,6028,1,0.0286648550065931
0,1,6028,1,0.00301735315858875
0,1,6028,1,0.00452602973788312
0,1,6028,1,0.0211214721101212
0.5,1,6028,1,0.0452602973788312
0,1,6028,1,0.0165954423722381
0,1,6028,1,0.0165954423722381
0,1,6028,1,0.0226301486894156
0,1,6028,1,0.00905205947576624
0,1,6028,1,0.0135780892136494
0,1,6028,1,0.00603470631717749
0,1,6028,1,0.00603470631717749
0,1,6028,1,0.0407342676409481
0,1,6028,1,0.012069412634355
0,1,6028,1,0.02413882526871
0,1,6028,1,0.0181041189515325
0,1,6028,1,0.00905205947576624
0,1,6028,1,0.0226301486894156
0,1,6028,1,0.00905205947576624
0,1,6028,1,0.0256475018480043
0,1,6028,1,0.00603470631717749
0.333333333333333,1,6028,1,0.0588383865924806
0,1,6028,1,0.00905205947576624
0,1,6028,1,0.00452602973788312
0,1,6028,1,0.0135780892136494
0,1,6028,1,0.0422429442202424
0,1,6028,1,0.02413882526871
0,1,6028,1,0.00452602973788312
0,1,6028,1,0.00150867657929437
0,1,6028,1,0.00301735315858875
0.5,1,6028,1,0.161428393984498
0,1,6028,1,0.00301735315858875
0,1,6028,1,0.00452602973788312
0,1,6028,1,0.036208237903065
0.166666666666667,1,6028,1,0.00301735315858875
0,1,6028,1,0.012069412634355
0,1,6028,1,0.00452602973788312
0,1,6028,1,0.00301735315858875
0,1,6028,1,0.0181041189515325
0,1,6028,1,0.0211214721101212
0,1,6028,1,0.0135780892136494
0,1,6028,1,0.00301735315858875
0,1,6028,1,0.0407342676409481
0,1,6028,1,0.0377169144823593
0.333333333333333,1,6028,1,0.0377169144823593
0,1,6028,1,0.00905205947576624
0,1,6028,1,0.00603470631717749
0,1,6028,1,0.0196127955308269
0,1,6028,1,0.0181041189515325
0,1,6028,1,0.00301735315858875
0.166666666666667,1,6028,1,0.0226301486894156
0,1,6028,1,0.012069412634355
0,1,6028,1,0.0181041189515325
0,1,6028,1,0.0482776505374199
0,1,6028,1,0.0150867657929437
0,1,6028,1,0.00754338289647187
0,1,6028,1,0.0135780892136494
0,1,6028,1,0.00603470631717749
0,1,6028,1,0.00905205947576624
0,1,6028,1,0.0196127955308269
0,1,6028,1,0.0346995613237706
0,1,6028,1,0.00301735315858875
0,1,6028,1,0.0211214721101212
0,1,6028,1,0.0331908847444762
0,1,6028,1,0.0467689739581256
0,1,6028,1,0.0150867657929437
0,1,6028,1,0.0271561784272987
0,1,6028,1,0.0135780892136494
0,1,6028,1,0.0181041189515325
0,1,6028,1,0.00905205947576624
0,1,6028,1,0.012069412634355
0,1,6028,1,0.0105607360550606
0,1,6028,1,0.0497863271167143
0,1,6028,1,0.0316822081651818
0.166666666666667,1,6028,1,0.0301735315858875
0,1,6028,1,0.00301735315858875
0,1,6028,1,0.0286648550065931
0,1,6028,1,0.00905205947576624
0,1,6028,1,0.00301735315858875
0,1,6028,1,0.00603470631717749
0,1,6028,1,0.00150867657929437
0,1,6028,1,0.0105607360550606
0,1,6028,1,0.00301735315858875
0,1,6028,1,0.00150867657929437
0.333333333333333,1,6028,1,0.0301735315858875
0.5,1,6028,1,0.0181041189515325
0,1,6028,1,0.02413882526871
0.333333333333333,1,6028,1,0.0558210334338918
0,1,6028,1,0.0346995613237706
0,1,6028,1,0.00452602973788312
0,1,6028,1,0.0135780892136494
0,1,6028,1,0.0196127955308269
0,1,6028,1,0.0346995613237706
0,1,6028,1,0.0211214721101212
0,1,6028,1,0.0135780892136494
0,1,6028,1,0.0181041189515325
0,1,6028,1,0.0392255910616537
0,1,6028,1,0.036208237903065
0,1,6028,1,0.00301735315858875
0.333333333333333,1,6028,1,0.0482776505374199
0,1,6028,1,0.0165954423722381
0,1,6028,1,0.0452602973788312
0.166666666666667,1,6028,1,0.0301735315858875
0,1,6028,1,0.0528036802753031
0.666666666666667,1,6028,1,0.0814685352818962
0,1,6028,1,0.0271561784272987
0,1,6028,1,0.0512950036960087
0,1,6028,1,0.0452602973788312
0,1,6028,1,0.0135780892136494
0,1,6028,1,0.0256475018480043
0,1,6028,1,0.0377169144823593
0.166666666666667,1,6028,1,0.0301735315858875
0.166666666666667,1,6028,1,0.0165954423722381
0.166666666666667,1,6028,1,0.00452602973788312
0,1,6028,1,0.0226301486894156
0,1,6028,1,0.0196127955308269
0,1,6028,1,0.00301735315858875
0,1,6028,1,0.00150867657929437
0,1,6028,1,0.00603470631717749
0,1,6028,1,0.0512950036960087
0,1,6029,1,0.00443772348920962
0.264705882352941,1,6029,1,0.0355017879136769
0.0294117647058824,1,6029,1,0.0133131704676289
0.0882352941176471,1,6029,1,0.0221886174460481
0,1,6029,1,0.00739620581534936
0,1,6029,1,0.0325433055875372
0.0294117647058824,1,6029,1,0.0310640644244673
0,1,6029,1,0.0857959874580526
0.0294117647058824,1,6029,1,0.0251470997721878
0.0588235294117647,1,6029,1,0.0488149583813058
0.0294117647058824,1,6029,1,0.0221886174460481
0,1,6029,1,0.00295848232613975
0,1,6029,1,0.00295848232613975
0.0294117647058824,1,6029,1,0.0147924116306987
0,1,6029,1,0.00591696465227949
0.0588235294117647,1,6029,1,0.00887544697841923
0.264705882352941,1,6029,1,0.102067640251821
0.382352941176471,1,6029,1,0.0710035758273539
0.117647058823529,1,6029,1,0.0414187525659564
0.117647058823529,1,6029,1,0.103546881414891
0,1,6029,1,0.0177508939568385
0,1,6029,1,0.00739620581534936
0,1,6029,1,0.00887544697841923
0,1,6029,1,0.0221886174460481
0.0294117647058824,1,6029,1,0.0192301351199083
0,1,6029,1,0.00147924116306987
0,1,6029,1,0.0532526818705154
0,1,6029,1,0.0147924116306987
0,1,6029,1,0.0251470997721878
0,1,6029,1,0.00443772348920962
0,1,6029,1,0.00739620581534936
0.0588235294117647,1,6029,1,0.0177508939568385
0.0294117647058824,1,6029,1,0.00295848232613975
0,1,6029,1,0.011833929304559
0,1,6029,1,0.0103546881414891
0,1,6029,1,0.00591696465227949
0.0588235294117647,1,6029,1,0.0843167462949827
0.0294117647058824,1,6029,1,0.0414187525659564
0,1,6029,1,0.0147924116306987
0.0588235294117647,1,6029,1,0.0266263409352577
0.0294117647058824,1,6029,1,0.0665658523381443
0,1,6029,1,0.0369810290767468
0.176470588235294,1,6029,1,0.0547319230335853
0,1,6029,1,0.0488149583813058
0.0588235294117647,1,6029,1,0.0547319230335853
0,1,6029,1,0.00147924116306987
0.147058823529412,1,6029,1,0.0384602702398167
0,1,6029,1,0.0251470997721878
0,1,6029,1,0.00739620581534936
0,1,6029,1,0.0177508939568385
0,1,6029,1,0.0177508939568385
0.117647058823529,1,6029,1,0.0133131704676289
0.0294117647058824,1,6029,1,0.0207093762829782
0,1,6029,1,0.0251470997721878
0,1,6029,1,0.0295848232613975
0.0588235294117647,1,6029,1,0.0192301351199083
0.0588235294117647,1,6029,1,0.0133131704676289
0,1,6029,1,0.0340225467506071
0,1,6029,1,0.00147924116306987
0,1,6039,-1,0.0344248858089654
0,1,6039,-1,0.0262284844258784
0.0333333333333333,1,6039,-1,0.0295070449791132
0,1,6039,-1,0.0016392802766174
0,1,6039,-1,0.0098356816597044
0.133333333333333,1,6039,-1,0.0606533702348438
0,1,6039,-1,0.0032785605532348
0.0333333333333333,1,6039,-1,0.0360641660855828
0.0666666666666667,1,6039,-1,0.0180320830427914
0.0333333333333333,1,6039,-1,0.0147535224895566
0.0333333333333333,1,6039,-1,0.032785605532348
0,1,6039,-1,0.040982006915435
0,1,6041,-1,0.0193834146534177
0.0217391304347826,1,6041,-1,0.0328027017211685
0,1,6041,-1,0.0164013508605842
0,1,6041,-1,0.0283296060319182
0.0217391304347826,1,6041,-1,0.041748893099669
0.0652173913043478,1,6041,-1,0.0670964353387537
0.0869565217391304,1,6041,-1,0.117791519816923
0.0652173913043478,1,6041,-1,0.0745515948208375
0.0652173913043478,1,6041,-1,0.0551681801674197
0,1,6041,-1,0.0283296060319182
0.0217391304347826,1,6041,-1,0.017892382757001
0,1,6041,-1,0.0149103189641675
0.0217391304347826,1,6041,-1,0.00745515948208375
0.0434782608695652,1,6041,-1,0.017892382757001
0,1,6041,-1,0.0581502439602532
0.0434782608695652,1,6041,-1,0.0268385741355015
0.0652173913043478,1,6041,-1,0.0447309568925025
0.0217391304347826,1,6041,-1,0.107354296542006
0.0217391304347826,1,6041,-1,0.0805157224065045
0,1,6041,-1,0.071569531028004
0.0869565217391304,1,6041,-1,0.0700784991315872
0.0217391304347826,1,6041,-1,0.0641143715459202
0,1,6041,-1,0.0387668293068355
0.0652173913043478,1,6041,-1,0.0745515948208375
0.0434782608695652,1,6041,-1,0.0313116698247517
0.0434782608695652,1,6041,-1,0.0089461913785005
0,1,6041,-1,0.0283296060319182
0.0217391304347826,1,6041,-1,0.0089461913785005
0,1,6041,-1,0.00447309568925025
0.0434782608695652,1,6041,-1,0.0372757974104187
0,1,6041,-1,0.0432399249960857
0,1,6041,-1,0.00149103189641675
0,1,6041,-1,0.023856510342668
0,1,6041,-1,0.0164013508605842
0.0652173913043478,1,6041,-1,0.0447309568925025
0,1,6041,-1,0.029820637928335
0,1,6041,-1,0.00745515948208375
0.0217391304347826,1,6041,-1,0.0492040525817527
0,1,6041,-1,0.0193834146534177
0,1,6041,-1,0.00149103189641675
0,1,6041,-1,0.00149103189641675
0,1,6041,-1,0.00447309568925025
0,1,6041,-1,0.011928255171334
0,1,6041,-1,0.00447309568925025
0,1,6041,-1,0.00447309568925025
0,1,6041,-1,0.0089461913785005
0,1,6041,-1,0.0029820637928335
0,1,6041,-1,0.00745515948208375
0.0869565217391304,1,6041,-1,0.0208744465498345
0.0217391304347826,1,6041,-1,0.0283296060319182
0.0217391304347826,1,6041,-1,0.089461913785005
0.0217391304347826,1,6041,-1,0.0372757974104187
0,1,6041,-1,0.029820637928335
0,1,6041,-1,0.0164013508605842
0,1,6041,-1,0.0313116698247517
0,1,6041,-1,0.029820637928335
0.0434782608695652,1,6041,-1,0.053677148271003
0.0217391304347826,1,6041,-1,0.0253475422390847
0.0217391304347826,1,6041,-1,0.0939350094742552
0.0217391304347826,1,6041,-1,0.029820637928335
0,1,6041,-1,0.00149103189641675
0.0652173913043478,1,6041,-1,0.11928255171334
0.0217391304347826,1,6041,-1,0.047713020685336
0,1,6041,-1,0.0372757974104187
0,1,6041,-1,0.0223654784462512
0.0217391304347826,1,6041,-1,0.0149103189641675
0.0217391304347826,1,6041,-1,0.0193834146534177
0,1,6416,-1,0.00541958523164152
0,1,6416,-1,0.00758741932429812
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.00325175113898491
0.0151515151515152,1,6416,-1,0.0184265897875812
0,1,6416,-1,0.0119230875096113
0.0303030303030303,1,6416,-1,0.00650350227796982
0,1,6416,-1,0.00325175113898491
0.0303030303030303,1,6416,-1,0.0195105068339095
0.121212121212121,1,6416,-1,0.0672028568723548
0.0303030303030303,1,6416,-1,0.046608432992117
0,1,6416,-1,0.0227622579728944
0.0303030303030303,1,6416,-1,0.00650350227796982
0.0303030303030303,1,6416,-1,0.0151748386485962
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00216783409265661
0.106060606060606,1,6416,-1,0.0975525341695473
0,1,6416,-1,0.0140909216022679
0.0909090909090909,1,6416,-1,0.082377695520951
0.0151515151515152,1,6416,-1,0.00541958523164152
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0184265897875812
0.0151515151515152,1,6416,-1,0.00216783409265661
0.0151515151515152,1,6416,-1,0.0238461750192227
0.0151515151515152,1,6416,-1,0.0119230875096113
0,1,6416,-1,0.0205944238802378
0.166666666666667,1,6416,-1,0.181014146736827
0.0909090909090909,1,6416,-1,0.0899651148452492
0.0303030303030303,1,6416,-1,0.0260140091118793
0.181818181818182,1,6416,-1,0.183181980829483
0,1,6416,-1,0.0010839170463283
0.0303030303030303,1,6416,-1,0.00433566818531321
0.0151515151515152,1,6416,-1,0.010839170463283
0.0151515151515152,1,6416,-1,0.00867133637062643
0.0151515151515152,1,6416,-1,0.00433566818531321
0.0151515151515152,1,6416,-1,0.0173426727412529
0.0151515151515152,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.00541958523164152
0.121212121212121,1,6416,-1,0.0845455296136077
0.0757575757575758,1,6416,-1,0.0747902761966529
0.0151515151515152,1,6416,-1,0.0281818432045359
0,1,6416,-1,0.00650350227796982
0.166666666666667,1,6416,-1,0.107307787586502
0.0606060606060606,1,6416,-1,0.0531119352700869
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00216783409265661
0.0151515151515152,1,6416,-1,0.00650350227796982
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00216783409265661
0.0151515151515152,1,6416,-1,0.0162587556949245
0,1,6416,-1,0.010839170463283
0,1,6416,-1,0.00758741932429812
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0010839170463283
0.0909090909090909,1,6416,-1,0.0769581102893095
0.0303030303030303,1,6416,-1,0.0260140091118793
0,1,6416,-1,0.00867133637062643
0.0151515151515152,1,6416,-1,0.00650350227796982
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.0010839170463283
0.0303030303030303,1,6416,-1,0.0401049307141472
0,1,6416,-1,0.00325175113898491
0.0303030303030303,1,6416,-1,0.00650350227796982
0.0151515151515152,1,6416,-1,0.010839170463283
0,1,6416,-1,0.00325175113898491
0.0151515151515152,1,6416,-1,0.00650350227796982
0.0151515151515152,1,6416,-1,0.0184265897875812
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00758741932429812
0.106060606060606,1,6416,-1,0.0292657602508642
0.106060606060606,1,6416,-1,0.0476923500384453
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0010839170463283
0.0454545454545455,1,6416,-1,0.0151748386485962
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.0010839170463283
0.0151515151515152,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.00216783409265661
0.136363636363636,1,6416,-1,0.0531119352700869
0.0151515151515152,1,6416,-1,0.0173426727412529
0,1,6416,-1,0.0270979261582076
0.0757575757575758,1,6416,-1,0.0661189398260265
0.0151515151515152,1,6416,-1,0.00541958523164152
0.0151515151515152,1,6416,-1,0.0140909216022679
0.0454545454545455,1,6416,-1,0.00975525341695473
0.0151515151515152,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.00216783409265661
0.0151515151515152,1,6416,-1,0.00541958523164152
0,1,6416,-1,0.0314335943435208
0.0757575757575758,1,6416,-1,0.0303496772971925
0.0151515151515152,1,6416,-1,0.0184265897875812
0.0303030303030303,1,6416,-1,0.0119230875096113
0.196969696969697,1,6416,-1,0.10839170463283
0.0606060606060606,1,6416,-1,0.0780420273356378
0.0303030303030303,1,6416,-1,0.0260140091118793
0,1,6416,-1,0.00758741932429812
0.0151515151515152,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.010839170463283
0,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.0010839170463283
0.0151515151515152,1,6416,-1,0.00541958523164152
0.0151515151515152,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00325175113898491
0.0454545454545455,1,6416,-1,0.0162587556949245
0.0909090909090909,1,6416,-1,0.0173426727412529
0.0151515151515152,1,6416,-1,0.00867133637062643
0.0151515151515152,1,6416,-1,0.00216783409265661
0.0151515151515152,1,6416,-1,0.0140909216022679
0.0151515151515152,1,6416,-1,0.0010839170463283
0.0606060606060606,1,6416,-1,0.0140909216022679
0.0909090909090909,1,6416,-1,0.139825298976351
0.0606060606060606,1,6416,-1,0.0867133637062643
0.0303030303030303,1,6416,-1,0.0401049307141472
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.0010839170463283
0.181818181818182,1,6416,-1,0.152832303532291
0.106060606060606,1,6416,-1,0.0877972807525926
0,1,6416,-1,0.0010839170463283
0.0303030303030303,1,6416,-1,0.0195105068339095
0,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00975525341695473
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00541958523164152
0,1,6416,-1,0.00216783409265661
0.0151515151515152,1,6416,-1,0.0216783409265661
0,1,6416,-1,0.010839170463283
0,1,6416,-1,0.0227622579728944
0.0303030303030303,1,6416,-1,0.0260140091118793
0.0151515151515152,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.0010839170463283
0.0151515151515152,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.0010839170463283
0.0151515151515152,1,6416,-1,0.0314335943435208
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.00541958523164152
0,1,6416,-1,0.0010839170463283
0.0303030303030303,1,6416,-1,0.0130070045559396
0.0303030303030303,1,6416,-1,0.00541958523164152
0.0151515151515152,1,6416,-1,0.00650350227796982
0.121212121212121,1,6416,-1,0.107307787586502
0.0151515151515152,1,6416,-1,0.00975525341695473
0,1,6416,-1,0.0010839170463283
0.0909090909090909,1,6416,-1,0.0541958523164152
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.00758741932429812
0.0151515151515152,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.0010839170463283
0.0151515151515152,1,6416,-1,0.0151748386485962
0,1,6416,-1,0.00867133637062643
0,1,6416,-1,0.024930092065551
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00433566818531321
0.0151515151515152,1,6416,-1,0.00650350227796982
0,1,6416,-1,0.0314335943435208
0.0454545454545455,1,6416,-1,0.0617832716407133
0.121212121212121,1,6416,-1,0.140909216022679
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.00867133637062643
0.0151515151515152,1,6416,-1,0.0119230875096113
0.0151515151515152,1,6416,-1,0.0747902761966529
0.0151515151515152,1,6416,-1,0.0140909216022679
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.00541958523164152
0.0151515151515152,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.00325175113898491
0.0303030303030303,1,6416,-1,0.0195105068339095
0.0606060606060606,1,6416,-1,0.0314335943435208
0.0454545454545455,1,6416,-1,0.0336014284361774
0.0454545454545455,1,6416,-1,0.0195105068339095
0.0151515151515152,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.00867133637062643
0.0151515151515152,1,6416,-1,0.00975525341695473
0,1,6416,-1,0.0119230875096113
0,1,6416,-1,0.00650350227796982
0,1,6416,-1,0.0010839170463283
0.0909090909090909,1,6416,-1,0.0303496772971925
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0010839170463283
0.0151515151515152,1,6416,-1,0.00541958523164152
0.0151515151515152,1,6416,-1,0.00758741932429812
0.0151515151515152,1,6416,-1,0.0162587556949245
0.0151515151515152,1,6416,-1,0.00867133637062643
0.0303030303030303,1,6416,-1,0.0368531795751623
0.0151515151515152,1,6416,-1,0.00433566818531321
0.0151515151515152,1,6416,-1,0.0140909216022679
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0010839170463283
0.0303030303030303,1,6416,-1,0.00975525341695473
0,1,6416,-1,0.00650350227796982
0.0151515151515152,1,6416,-1,0.0281818432045359
0.166666666666667,1,6416,-1,0.105139953493845
0,1,6416,-1,0.00541958523164152
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.0010839170463283
0.0151515151515152,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00975525341695473
0.0151515151515152,1,6416,-1,0.0119230875096113
0,1,6416,-1,0.0010839170463283
0.0151515151515152,1,6416,-1,0.0541958523164152
0,1,6416,-1,0.0130070045559396
0,1,6416,-1,0.0173426727412529
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.0010839170463283
0.0757575757575758,1,6416,-1,0.0693706909650114
0.0303030303030303,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.00867133637062643
0.0757575757575758,1,6416,-1,0.0780420273356378
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.00541958523164152
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.0010839170463283
0.166666666666667,1,6416,-1,0.102972119401189
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00433566818531321
0.0151515151515152,1,6416,-1,0.0130070045559396
0.0454545454545455,1,6416,-1,0.0227622579728944
0,1,6416,-1,0.00758741932429812
0.0151515151515152,1,6416,-1,0.0617832716407133
0.0151515151515152,1,6416,-1,0.0119230875096113
0.136363636363636,1,6416,-1,0.175594561505185
0,1,6416,-1,0.0010839170463283
0.0151515151515152,1,6416,-1,0.00541958523164152
0,1,6416,-1,0.00433566818531321
0.0454545454545455,1,6416,-1,0.035769262528834
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.00325175113898491
0.0303030303030303,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00216783409265661
0.0151515151515152,1,6416,-1,0.00975525341695473
0,1,6416,-1,0.00541958523164152
0.0151515151515152,1,6416,-1,0.010839170463283
0,1,6416,-1,0.0010839170463283
0.0151515151515152,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.00325175113898491
0.0151515151515152,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.010839170463283
0.0303030303030303,1,6416,-1,0.0205944238802378
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00650350227796982
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.0390210136678189
0.0151515151515152,1,6416,-1,0.0281818432045359
0.0303030303030303,1,6416,-1,0.0487762670847736
0.0151515151515152,1,6416,-1,0.0390210136678189
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0216783409265661
0.0757575757575758,1,6416,-1,0.0628671886870416
0,1,6416,-1,0.0010839170463283
0.0303030303030303,1,6416,-1,0.0162587556949245
0.0303030303030303,1,6416,-1,0.0119230875096113
0.0151515151515152,1,6416,-1,0.00216783409265661
0.0303030303030303,1,6416,-1,0.0184265897875812
0,1,6416,-1,0.0205944238802378
0,1,6416,-1,0.00975525341695473
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00216783409265661
0.0151515151515152,1,6416,-1,0.00541958523164152
0,1,6416,-1,0.00867133637062643
0,1,6416,-1,0.00541958523164152
0.0151515151515152,1,6416,-1,0.0010839170463283
0.0151515151515152,1,6416,-1,0.00541958523164152
0,1,6416,-1,0.00650350227796982
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00216783409265661
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00216783409265661
0.0151515151515152,1,6416,-1,0.0162587556949245
0,1,6416,-1,0.00541958523164152
0,1,6416,-1,0.00216783409265661
0.0303030303030303,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.00325175113898491
0,1,6416,-1,0.00325175113898491
0.0303030303030303,1,6416,-1,0.00433566818531321
0.0151515151515152,1,6416,-1,0.00433566818531321
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.0010839170463283
0.0303030303030303,1,6416,-1,0.00650350227796982
0,1,6416,-1,0.0010839170463283
0,1,6416,-1,0.00975525341695473
0,1,6417,-1,0.0137556593839519
0.25,1,6417,-1,0.110045275071615
0,1,6417,-1,0.00305681319643375
0,1,6417,-1,0.00152840659821688
0,1,6417,-1,0.012227252785735
0,1,6417,-1,0.0061136263928675
0,1,6417,-1,0.00305681319643375
0,1,6417,-1,0.00764203299108438
0.125,1,6417,-1,0.0061136263928675
0,1,6417,-1,0.00152840659821688
0,1,6417,-1,0.00152840659821688
0,1,6417,-1,0.0183408791786025
0,1,6417,-1,0.00152840659821688
0,1,6417,-1,0.00305681319643375
0,1,6417,-1,0.00305681319643375
0,1,6417,-1,0.00917043958930125
0.125,1,6417,-1,0.00764203299108438
